Full Name,ID No,Gender,Date of Birth,Age,Ethnicity,Disability Status,Household Income,Primary Language,Grade,County,School Type
Samuel Wambui,S53026866,Male,26/07/2008,16,Maasai,Learning,"KSh 50,000 - KSh 100,000",Swahili,Class 4,Nairobi,Private
Sarah Mwangi,S55205976,Female,21/12/2009,15,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 1,Uasin Gishu,Private
Sarah Mwangi,S15612201,Female,01/12/2005,19,Luhya,Physical,"> KSh 100,000",Luo,Class 3,Kiambu,Public
Wangari Odhiambo,S55085235,Female,03/05/2005,19,Kalenjin,Hearing Impairment,"> KSh 100,000",Kiswahili,Class 6,Machakos,Public
Sarah Nyambura,S26378360,Female,09/09/2009,15,Mijikenda,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 2,Kiambu,Private
Richard Njeri,S17953442,Male,09/09/2014,10,Maasai,Physical,"> KSh 100,000",English,Class 4,Mombasa,Public
David Achieng,S95957084,Male,26/11/2005,19,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 5,Machakos,Public
Sarah Karanja,S80128123,Female,28/06/2007,17,Mijikenda,Learning,"> KSh 100,000",Luhya,Form 3,Kisumu,Private
David Kariuki,S41287745,Male,14/12/2013,11,Luo,None,"KSh 50,000 - KSh 100,000",English,Class 1,Nairobi,Private
Alice Nyambura,S54230261,Female,09/05/2006,18,Maasai,Physical,"< KSh 20,000",Maasai,Form 2,Uasin Gishu,Special School
Joseph Mwangi,S70501008,Male,02/08/2008,16,Kalenjin,None,"KSh 50,000 - KSh 100,000",Luhya,Form 3,Eldoret,Special School
Mary Nyambura,S34098351,Female,29/06/2010,14,Luhya,Physical,"< KSh 20,000",Kiswahili,Class 6,Machakos,Public
Emily Odhiambo,S14272826,Female,14/04/2007,17,Kikuyu,Learning,"< KSh 20,000",Luhya,Form 3,Kiambu,Public
Jane Karanja,S29862437,Female,14/04/2005,19,Meru,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 1,Mombasa,Private
Elizabeth Otieno,S22201431,Female,15/08/2007,17,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Form 3,Nairobi,Private
Jane Odhiambo,S41684054,Female,13/06/2012,12,Kisii,Learning,"< KSh 20,000",Kikuyu,Class 6,Machakos,Private
Samuel Mwangi,S93186541,Male,11/09/2010,14,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Class 3,Machakos,Special School
James Kariuki,S36072757,Male,13/07/2013,11,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Nyeri,Public
Alice Mwangi,S15649505,Female,08/10/2007,17,Maasai,Learning,"< KSh 20,000",Kiswahili,Class 4,Uasin Gishu,Private
Daniel Odhiambo,S84350481,Male,12/07/2005,19,Luhya,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 5,Nakuru,Private
Alice Achieng,S47673017,Female,01/03/2011,13,Kalenjin,Learning,"KSh 50,000 - KSh 100,000",English,Class 1,Nairobi,Private
Mary Nyambura,S66053695,Female,17/04/2009,15,Meru,Learning,"> KSh 100,000",Swahili,Class 2,Mombasa,Private
Emily Njeri,S72405748,Female,18/05/2005,19,Coast,Learning,"KSh 20,000 - KSh 50,000",Luhya,Class 8,Machakos,Private
Lucy Kariuki,S51569834,Female,14/09/2008,16,Luhya,Physical,"KSh 20,000 - KSh 50,000",Luhya,Class 6,Machakos,Special School
Luke Mwangi,S12545040,Male,15/02/2010,14,Luo,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 8,Nairobi,Private
John Mwangi,S48778870,Male,02/11/2012,12,Maasai,Hearing Impairment,"> KSh 100,000",Kiswahili,Class 3,Kisumu,Private
Jane Otieno,S45447737,Female,14/05/2007,17,Kikuyu,None,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Mombasa,Public
Lucy Wambui,S57507304,Female,19/09/2007,17,Meru,None,"> KSh 100,000",Kiswahili,Class 2,Nairobi,Special School
Michael Odhiambo,S16835965,Male,09/01/2009,15,Luo,Learning,"KSh 20,000 - KSh 50,000",Luhya,Class 4,Mombasa,Public
Jane Njeri,S55214789,Female,01/11/2006,18,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 5,Murang'a,Special School
Michael Njeri,S89886224,Male,29/01/2013,11,Maasai,Physical,"> KSh 100,000",Maasai,Class 5,Uasin Gishu,Public
David Odhiambo,S68853161,Male,28/01/2013,11,Kikuyu,None,"KSh 50,000 - KSh 100,000",Kiswahili,Form 1,Eldoret,Public
Luke Odhiambo,S74571939,Male,21/01/2007,17,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Uasin Gishu,Public
Richard Kariuki,S32791496,Male,29/12/2009,15,Maasai,None,"< KSh 20,000",Kiswahili,Class 5,Nyeri,Public
Samuel Kariuki,S40337790,Male,10/06/2006,18,Kisii,Hearing Impairment,"> KSh 100,000",Swahili,Class 8,Murang'a,Special School
Mary Mwangi,S78172744,Female,23/10/2013,11,Luo,None,"> KSh 100,000",Kiswahili,Form 2,Nairobi,Special School
Esther Odhiambo,S38526468,Female,29/01/2005,19,Mijikenda,Learning,"> KSh 100,000",Maasai,Class 4,Mombasa,Public
Peter Mwangi,S55288460,Male,26/03/2014,10,Kisii,None,"KSh 50,000 - KSh 100,000",Luo,Class 7,Nakuru,Public
Esther Mwangi,S92039545,Female,14/11/2005,19,Luo,None,"KSh 50,000 - KSh 100,000",English,Class 4,Uasin Gishu,Special School
Samuel Kariuki,S16517634,Male,24/09/2014,10,Luo,None,"KSh 50,000 - KSh 100,000",Kikuyu,Class 4,Murang'a,Public
Peter Wambui,S60375727,Male,19/06/2013,11,Maasai,Learning,"> KSh 100,000",English,Form 2,Kiambu,Private
Luke Nyambura,S65961557,Male,30/01/2011,13,Coast,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 3,Uasin Gishu,Special School
Mary Karanja,S24266397,Female,31/12/2012,12,Kamba,Visual Impairment,"> KSh 100,000",English,Class 8,Murang'a,Public
Wangari Mwangi,S24816814,Female,24/10/2009,15,Kalenjin,None,"KSh 20,000 - KSh 50,000",Maasai,Form 2,Nairobi,Private
Esther Achieng,S68643158,Female,17/06/2006,18,Kikuyu,Visual Impairment,"< KSh 20,000",Maasai,Class 2,Nyeri,Special School
John Kariuki,S17687549,Male,13/06/2005,19,Maasai,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 2,Kiambu,Public
James Odhiambo,S87279059,Male,06/09/2013,11,Kamba,None,"> KSh 100,000",Kiswahili,Class 3,Uasin Gishu,Public
Richard Achieng,S69407295,Male,05/08/2008,16,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 7,Nyeri,Private
Joseph Achieng,S79707416,Male,12/07/2012,12,Coast,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 2,Uasin Gishu,Public
Richard Mwangi,S86023847,Male,11/11/2005,19,Luo,None,"> KSh 100,000",Maasai,Class 4,Machakos,Special School
Richard Otieno,S67350926,Male,04/03/2014,10,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 4,Kisumu,Private
Elizabeth Njeri,S42717461,Female,12/03/2012,12,Kikuyu,Learning,"KSh 50,000 - KSh 100,000",Kiswahili,Form 4,Nyeri,Public
Samuel Kariuki,S23680689,Male,27/07/2009,15,Luhya,Learning,"> KSh 100,000",Kikuyu,Form 1,Kiambu,Private
Jane Njeri,S94497022,Female,12/08/2010,14,Kalenjin,None,"> KSh 100,000",Kiswahili,Form 1,Mombasa,Public
Michael Odhiambo,S15010654,Male,30/06/2008,16,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 8,Nakuru,Special School
Elizabeth Achieng,S77546857,Female,28/04/2014,10,Maasai,Learning,"KSh 50,000 - KSh 100,000",Maasai,Class 2,Nyeri,Public
James Achieng,S73724891,Male,08/01/2012,12,Luhya,Physical,"> KSh 100,000",Maasai,Form 3,Machakos,Private
Emily Kariuki,S38767553,Female,09/01/2014,10,Kisii,Hearing Impairment,"< KSh 20,000",Swahili,Class 8,Uasin Gishu,Special School
Jane Nyambura,S51036406,Female,26/05/2012,12,Kalenjin,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Form 1,Nairobi,Special School
David Achieng,S60758563,Male,10/11/2005,19,Meru,Hearing Impairment,"< KSh 20,000",Swahili,Class 3,Machakos,Private
Peter Nyambura,S45912503,Male,30/01/2005,19,Kikuyu,None,"< KSh 20,000",Maasai,Form 1,Machakos,Public
Daniel Kariuki,S33323793,Male,04/05/2013,11,Kamba,None,"> KSh 100,000",Kikuyu,Class 5,Kisumu,Private
Daniel Otieno,S20552541,Male,17/06/2007,17,Kamba,Physical,"KSh 50,000 - KSh 100,000",Luhya,Form 2,Uasin Gishu,Private
Alice Achieng,S54721667,Female,02/02/2011,13,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 4,Murang'a,Public
Lucy Otieno,S52137825,Female,11/05/2013,11,Luo,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Uasin Gishu,Special School
Emily Achieng,S61246001,Female,05/09/2012,12,Mijikenda,Learning,"> KSh 100,000",Kiswahili,Form 1,Nyeri,Private
Richard Achieng,S71529362,Male,04/11/2011,13,Maasai,Visual Impairment,"> KSh 100,000",Luhya,Class 3,Kisumu,Special School
Daniel Karanja,S58905097,Male,08/07/2012,12,Kamba,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 1,Machakos,Special School
Emily Njeri,S28523230,Female,14/11/2008,16,Mijikenda,None,"> KSh 100,000",Swahili,Class 3,Murang'a,Public
Michael Wambui,S63552584,Male,01/12/2004,20,Luo,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Form 1,Kisumu,Private
Sarah Achieng,S27886247,Female,01/05/2008,16,Kisii,None,"< KSh 20,000",Kiswahili,Form 4,Eldoret,Special School
Luke Njeri,S78993216,Male,04/08/2014,10,Maasai,Physical,"< KSh 20,000",Kikuyu,Class 6,Nyeri,Private
Luke Nyambura,S27884336,Male,08/12/2011,13,Kamba,Learning,"> KSh 100,000",Luhya,Class 5,Eldoret,Public
Emily Wambui,S23859016,Female,21/06/2013,11,Luhya,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Form 4,Mombasa,Public
Daniel Achieng,S43463658,Male,11/03/2013,11,Luo,Learning,"< KSh 20,000",Maasai,Class 6,Eldoret,Private
Alice Karanja,S18691922,Female,12/02/2012,12,Luo,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 1,Nakuru,Private
Peter Mwangi,S18759739,Male,01/06/2010,14,Kamba,None,"< KSh 20,000",Kiswahili,Class 2,Machakos,Private
Jane Mwangi,S35426672,Female,15/01/2012,12,Luo,Learning,"KSh 20,000 - KSh 50,000",Maasai,Form 2,Kisumu,Private
Esther Njeri,S47345413,Female,30/08/2008,16,Maasai,None,"> KSh 100,000",Luhya,Class 4,Kiambu,Public
Grace Achieng,S74088785,Female,14/09/2010,14,Kikuyu,Learning,"< KSh 20,000",Kiswahili,Class 2,Kiambu,Private
James Achieng,S52744155,Male,05/08/2014,10,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Nyeri,Public
Sarah Otieno,S50692481,Female,03/11/2012,12,Kamba,Physical,"< KSh 20,000",English,Class 8,Nyeri,Public
Richard Kariuki,S44638212,Male,31/08/2009,15,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Eldoret,Private
Mary Karanja,S28536559,Female,24/03/2011,13,Meru,Physical,"< KSh 20,000",Maasai,Form 3,Nakuru,Special School
Lucy Otieno,S39699451,Female,18/11/2013,11,Coast,Learning,"> KSh 100,000",Luhya,Form 4,Mombasa,Special School
John Kariuki,S10456768,Male,09/10/2005,19,Kikuyu,Visual Impairment,"> KSh 100,000",Luhya,Class 6,Murang'a,Special School
Joseph Kariuki,S49220991,Male,09/08/2007,17,Luo,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 6,Murang'a,Private
Samuel Odhiambo,S71416739,Male,04/10/2005,19,Kalenjin,Physical,"> KSh 100,000",English,Class 8,Uasin Gishu,Private
John Achieng,S58012528,Male,30/04/2009,15,Kamba,Hearing Impairment,"< KSh 20,000",Kiswahili,Form 3,Mombasa,Special School
Luke Kariuki,S71683441,Male,28/08/2014,10,Kisii,Visual Impairment,"< KSh 20,000",Kiswahili,Class 5,Murang'a,Special School
Jane Nyambura,S85824635,Female,17/10/2007,17,Luo,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 4,Nyeri,Public
Wangari Kariuki,S92014718,Female,31/12/2009,15,Luhya,None,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Uasin Gishu,Public
Esther Karanja,S89465188,Female,11/10/2013,11,Kikuyu,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 1,Murang'a,Special School
Grace Nyambura,S68094232,Female,04/01/2007,17,Kalenjin,Physical,"< KSh 20,000",Luo,Form 3,Nairobi,Private
Michael Achieng,S27339030,Male,08/12/2013,11,Kisii,None,"KSh 50,000 - KSh 100,000",Luo,Form 1,Mombasa,Public
Mary Otieno,S52839843,Female,06/11/2008,16,Kalenjin,None,"KSh 20,000 - KSh 50,000",Maasai,Form 2,Nyeri,Special School
John Otieno,S98635270,Male,25/02/2013,11,Kisii,Learning,"KSh 20,000 - KSh 50,000",Luo,Class 8,Nyeri,Private
Elizabeth Njeri,S50468305,Female,04/09/2012,12,Kalenjin,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 1,Murang'a,Special School
David Achieng,S24964382,Male,02/07/2010,14,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 4,Kiambu,Special School
Grace Nyambura,S81666499,Female,07/11/2008,16,Kikuyu,Learning,"> KSh 100,000",Luhya,Class 6,Machakos,Special School
Joseph Nyambura,S43985184,Male,26/05/2010,14,Maasai,None,"KSh 20,000 - KSh 50,000",Maasai,Class 2,Murang'a,Private
Wangari Odhiambo,S43895640,Female,02/01/2012,12,Coast,None,"< KSh 20,000",Swahili,Form 1,Nyeri,Public
Alice Otieno,S42520961,Female,22/09/2014,10,Meru,Learning,"KSh 20,000 - KSh 50,000",Maasai,Class 6,Murang'a,Public
Jane Nyambura,S53846132,Female,20/06/2014,10,Meru,Physical,"> KSh 100,000",Luo,Class 1,Murang'a,Public
Elizabeth Achieng,S95145226,Female,31/05/2009,15,Luo,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Class 5,Nakuru,Private
Alice Kariuki,S47487157,Female,02/12/2007,17,Kalenjin,Learning,"< KSh 20,000",Kikuyu,Form 1,Nakuru,Private
Esther Karanja,S30622936,Female,11/01/2010,14,Coast,Visual Impairment,"< KSh 20,000",Maasai,Class 5,Murang'a,Private
Daniel Nyambura,S56322236,Male,17/04/2009,15,Coast,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 4,Nairobi,Private
Daniel Achieng,S60156656,Male,21/02/2013,11,Luhya,None,"KSh 50,000 - KSh 100,000",Maasai,Class 3,Murang'a,Private
John Mwangi,S68420684,Male,19/01/2013,11,Kamba,None,"> KSh 100,000",Luo,Form 4,Eldoret,Public
John Achieng,S53369136,Male,19/10/2007,17,Luhya,Learning,"< KSh 20,000",Luhya,Form 4,Mombasa,Special School
Joseph Njeri,S47392863,Male,25/08/2014,10,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Swahili,Form 4,Nyeri,Special School
Elizabeth Odhiambo,S74810633,Female,10/01/2014,10,Mijikenda,None,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Kiambu,Public
Emily Otieno,S94876896,Female,25/06/2014,10,Kikuyu,Physical,"> KSh 100,000",Maasai,Form 3,Eldoret,Private
Emily Nyambura,S22800871,Female,12/07/2008,16,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Luo,Class 6,Nairobi,Private
Jane Kariuki,S87681877,Female,04/04/2007,17,Luhya,None,"KSh 50,000 - KSh 100,000",Luo,Class 8,Eldoret,Private
Elizabeth Njeri,S17295020,Female,21/09/2009,15,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 2,Eldoret,Private
Wangari Njeri,S62819010,Female,01/01/2013,11,Kikuyu,Learning,"> KSh 100,000",English,Class 5,Kiambu,Special School
Peter Otieno,S95191944,Male,19/01/2012,12,Kikuyu,Physical,"KSh 20,000 - KSh 50,000",Maasai,Class 1,Kisumu,Special School
John Karanja,S50034714,Male,30/10/2008,16,Meru,None,"KSh 50,000 - KSh 100,000",Luo,Form 1,Nyeri,Private
Grace Wambui,S97676323,Female,09/11/2008,16,Luhya,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 1,Nakuru,Public
Richard Otieno,S79471536,Male,13/06/2009,15,Coast,Physical,"KSh 50,000 - KSh 100,000",English,Class 8,Mombasa,Special School
Mary Njeri,S12603053,Female,03/07/2007,17,Coast,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 2,Nakuru,Special School
Alice Kariuki,S67810551,Female,02/05/2012,12,Coast,Visual Impairment,"> KSh 100,000",Luhya,Class 1,Machakos,Special School
Esther Odhiambo,S73068050,Female,03/02/2007,17,Kikuyu,Visual Impairment,"> KSh 100,000",Luo,Class 2,Machakos,Special School
Michael Otieno,S34227660,Male,02/12/2012,12,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 3,Kiambu,Private
Mary Njeri,S78484584,Female,27/04/2012,12,Coast,Hearing Impairment,"< KSh 20,000",English,Form 1,Murang'a,Special School
Grace Wambui,S89890849,Female,21/09/2007,17,Coast,Learning,"> KSh 100,000",Kiswahili,Form 4,Kisumu,Public
James Otieno,S54154217,Male,24/09/2014,10,Meru,Hearing Impairment,"< KSh 20,000",Swahili,Class 6,Nakuru,Special School
Richard Njeri,S41366868,Male,05/12/2008,16,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 2,Kiambu,Public
Elizabeth Odhiambo,S71639758,Female,23/03/2010,14,Luo,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 4,Uasin Gishu,Private
Lucy Achieng,S59265701,Female,03/11/2011,13,Coast,Physical,"< KSh 20,000",Luhya,Class 1,Nairobi,Private
Mary Nyambura,S31247047,Female,20/05/2007,17,Coast,Learning,"< KSh 20,000",English,Class 1,Machakos,Public
Alice Odhiambo,S37885098,Female,21/04/2012,12,Kisii,Hearing Impairment,"< KSh 20,000",Swahili,Class 3,Nyeri,Private
Mary Nyambura,S41596552,Female,25/01/2008,16,Maasai,Hearing Impairment,"< KSh 20,000",Kiswahili,Class 8,Kiambu,Public
Lucy Karanja,S98712231,Female,25/02/2007,17,Luo,Visual Impairment,"> KSh 100,000",Kiswahili,Class 8,Nairobi,Private
Grace Mwangi,S98156812,Female,15/06/2013,11,Luo,Visual Impairment,"< KSh 20,000",Luhya,Class 3,Nakuru,Special School
Michael Otieno,S93019951,Male,11/02/2007,17,Maasai,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 7,Nakuru,Public
Emily Achieng,S34531711,Female,27/02/2006,18,Kamba,Learning,"> KSh 100,000",Maasai,Class 7,Murang'a,Special School
Esther Nyambura,S43020423,Female,21/11/2004,20,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 7,Nakuru,Public
Samuel Njeri,S16440078,Male,09/11/2014,10,Luhya,Visual Impairment,"< KSh 20,000",Swahili,Class 4,Machakos,Special School
Sarah Wambui,S32179975,Female,03/12/2012,12,Kikuyu,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 5,Eldoret,Public
Samuel Karanja,S28395552,Male,19/10/2010,14,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 3,Murang'a,Special School
Samuel Njeri,S63861423,Male,08/09/2005,19,Luhya,Physical,"< KSh 20,000",Kiswahili,Class 6,Kisumu,Public
Jane Otieno,S77619937,Female,04/05/2005,19,Maasai,Learning,"< KSh 20,000",Swahili,Class 8,Eldoret,Private
Lucy Achieng,S81464832,Female,08/07/2008,16,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 7,Kiambu,Special School
Daniel Mwangi,S42470129,Male,05/06/2013,11,Maasai,Physical,"> KSh 100,000",Kikuyu,Class 2,Machakos,Private
Jane Otieno,S10598936,Female,01/12/2013,11,Kisii,None,"> KSh 100,000",Kikuyu,Class 2,Mombasa,Special School
Luke Karanja,S23546281,Male,31/03/2007,17,Maasai,None,"KSh 50,000 - KSh 100,000",English,Form 2,Nakuru,Private
David Mwangi,S97208195,Male,25/01/2013,11,Kalenjin,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 2,Nakuru,Private
Michael Karanja,S28267323,Male,13/03/2005,19,Maasai,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 3,Kisumu,Public
Esther Karanja,S87360659,Female,15/05/2010,14,Maasai,Learning,"KSh 50,000 - KSh 100,000",Maasai,Class 3,Mombasa,Public
Joseph Otieno,S36102042,Male,16/05/2005,19,Kisii,Physical,"KSh 20,000 - KSh 50,000",English,Class 2,Kiambu,Private
Samuel Karanja,S51556148,Male,07/09/2014,10,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 7,Kiambu,Public
Joseph Wambui,S52274232,Male,26/03/2006,18,Coast,Hearing Impairment,"> KSh 100,000",Kiswahili,Class 3,Mombasa,Private
Wangari Njeri,S66989629,Female,31/12/2010,14,Kikuyu,None,"> KSh 100,000",Luo,Class 5,Murang'a,Private
Mary Mwangi,S68817255,Female,14/05/2014,10,Maasai,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Kiambu,Special School
Esther Otieno,S49369132,Female,17/01/2011,13,Luo,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Uasin Gishu,Special School
Alice Karanja,S27081684,Female,25/06/2005,19,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 6,Uasin Gishu,Public
Michael Achieng,S76846000,Male,28/03/2009,15,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 4,Nakuru,Private
Michael Odhiambo,S20944854,Male,07/06/2013,11,Luhya,Visual Impairment,"> KSh 100,000",Kiswahili,Class 4,Kiambu,Public
Grace Mwangi,S29897353,Female,25/12/2007,17,Maasai,None,"> KSh 100,000",Luhya,Form 3,Nairobi,Special School
Alice Odhiambo,S77238751,Female,09/06/2009,15,Kisii,Hearing Impairment,"> KSh 100,000",Maasai,Class 1,Machakos,Public
Michael Kariuki,S90240616,Male,04/05/2009,15,Kikuyu,Hearing Impairment,"> KSh 100,000",Kikuyu,Class 3,Eldoret,Private
Elizabeth Kariuki,S97858299,Female,31/01/2008,16,Meru,Hearing Impairment,"> KSh 100,000",Kiswahili,Form 1,Machakos,Special School
Wangari Wambui,S19540334,Female,06/09/2006,18,Coast,Learning,"> KSh 100,000",English,Class 5,Eldoret,Public
James Mwangi,S51331295,Male,10/01/2011,13,Luhya,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Eldoret,Public
Luke Otieno,S30155341,Male,12/09/2012,12,Kalenjin,Learning,"KSh 20,000 - KSh 50,000",Swahili,Class 4,Nairobi,Public
Jane Nyambura,S83079879,Female,09/05/2012,12,Meru,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 3,Mombasa,Private
Esther Mwangi,S80182281,Female,29/03/2011,13,Luhya,Hearing Impairment,"< KSh 20,000",Kikuyu,Form 1,Kiambu,Private
Michael Mwangi,S37159043,Male,12/05/2008,16,Meru,Learning,"< KSh 20,000",Kiswahili,Class 3,Kisumu,Public
Mary Otieno,S47198863,Female,03/07/2009,15,Coast,None,"< KSh 20,000",Kiswahili,Class 7,Machakos,Special School
Peter Mwangi,S38285333,Male,22/06/2008,16,Meru,None,"KSh 50,000 - KSh 100,000",English,Class 3,Eldoret,Private
Esther Wambui,S42807572,Female,18/05/2007,17,Luhya,Learning,"KSh 50,000 - KSh 100,000",English,Form 1,Nyeri,Public
Sarah Kariuki,S16855861,Female,29/11/2012,12,Coast,Physical,"< KSh 20,000",English,Class 4,Murang'a,Private
Daniel Mwangi,S22375052,Male,07/09/2009,15,Luhya,Physical,"KSh 20,000 - KSh 50,000",English,Class 8,Mombasa,Public
Sarah Achieng,S63070332,Female,21/06/2014,10,Maasai,Visual Impairment,"< KSh 20,000",Kiswahili,Class 3,Uasin Gishu,Special School
Luke Karanja,S80986644,Male,27/10/2009,15,Kamba,Learning,"KSh 20,000 - KSh 50,000",English,Class 4,Uasin Gishu,Special School
Daniel Kariuki,S40766430,Male,12/04/2012,12,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 2,Nairobi,Special School
Elizabeth Achieng,S25917668,Female,27/06/2008,16,Luhya,Learning,"KSh 20,000 - KSh 50,000",English,Class 7,Nyeri,Private
Lucy Wambui,S61919593,Female,18/01/2011,13,Kalenjin,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 3,Machakos,Special School
Esther Wambui,S46094498,Female,18/03/2007,17,Kisii,Learning,"< KSh 20,000",Swahili,Class 3,Kiambu,Public
Esther Achieng,S62353275,Female,27/07/2011,13,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Eldoret,Special School
Esther Nyambura,S30549934,Female,18/07/2013,11,Meru,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 6,Nakuru,Public
Emily Njeri,S57848160,Female,16/10/2008,16,Luo,Visual Impairment,"> KSh 100,000",Luhya,Class 4,Nakuru,Special School
David Achieng,S68018116,Male,24/06/2012,12,Kalenjin,None,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Nyeri,Special School
Mary Mwangi,S89002651,Female,07/11/2005,19,Kamba,Learning,"KSh 20,000 - KSh 50,000",Kikuyu,Form 4,Nairobi,Special School
David Kariuki,S16623460,Male,14/07/2007,17,Mijikenda,Visual Impairment,"< KSh 20,000",Luhya,Class 8,Machakos,Special School
Samuel Wambui,S98605850,Male,26/07/2009,15,Meru,None,"> KSh 100,000",Maasai,Form 2,Mombasa,Private
Sarah Nyambura,S16836901,Female,10/01/2007,17,Kalenjin,Physical,"> KSh 100,000",Maasai,Class 6,Murang'a,Public
David Wambui,S40800848,Male,25/07/2005,19,Kisii,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Kisumu,Private
Luke Kariuki,S40629874,Male,15/11/2008,16,Coast,Visual Impairment,"< KSh 20,000",English,Class 4,Murang'a,Private
Esther Otieno,S40883596,Female,19/02/2011,13,Kalenjin,None,"< KSh 20,000",Luhya,Form 2,Kiambu,Private
Esther Achieng,S97704065,Female,18/11/2013,11,Kamba,None,"< KSh 20,000",Kikuyu,Class 7,Kiambu,Private
Elizabeth Otieno,S39531518,Female,19/01/2010,14,Mijikenda,None,"KSh 50,000 - KSh 100,000",Luo,Class 7,Eldoret,Private
Esther Nyambura,S28207766,Female,19/12/2005,19,Kalenjin,Visual Impairment,"< KSh 20,000",Kiswahili,Form 4,Kiambu,Public
Jane Achieng,S87891180,Female,09/09/2008,16,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 2,Nyeri,Special School
Emily Karanja,S59938066,Female,01/09/2007,17,Meru,None,"> KSh 100,000",Luo,Class 4,Kisumu,Private
Peter Odhiambo,S26887553,Male,31/05/2006,18,Kalenjin,Physical,"KSh 50,000 - KSh 100,000",English,Form 4,Nakuru,Private
